state,date,inpatient_beds_used_covid
MI,2022/11/13,1014
MS,2022/11/09,120
PR,2022/11/18,182
KY,2022/12/16,569
MO,2022/11/24,758
NY,2023/02/14,2624
WA,2023/05/14,289
LA,2023/04/15,136
DE,2023/06/15,25
VI,2023/06/13,4
IA,2023/04/01,165
TX,2022/11/16,1400
OR,2023/04/25,238
OK,2023/06/30,67
LA,2022/10/25,127
VA,2022/12/09,777
AR,2023/06/17,45
MI,2023/06/28,30
MS,2023/01/02,441
OH,2023/04/05,744
DC,2022/10/31,115
MS,2023/02/19,242
MS,2023/05/16,70
OK,2023/01/22,378
WY,2023/02/10,6
WV,2023/01/07,334
AR,2023/02/20,210
CT,2023/03/27,180
IL,2023/06/30,111
KY,2023/06/10,88
ID,2023/04/27,40
MN,2023/01/03,657
VA,2022/11/29,697
PA,2022/11/16,1627
CO,2023/03/03,224
WA,2023/05/23,217
MA,2023/02/20,606
AL,2022/11/06,285
ME,2022/10/29,210
AZ,2022/10/26,442
GA,2023/01/30,1280
ME,2023/01/04,170
NE,2023/02/07,134
SC,2022/11/02,231
IN,2020/01/05,0
WV,2022/11/28,180
LA,2023/01/28,343
ND,2023/02/11,52
NJ,2022/12/31,1704
CT,2023/01/11,791
FL,2022/11/30,1708
OK,2023/04/09,199
VI,2022/12/19,0
NY,2023/04/22,958
CO,2023/03/11,207
WV,2023/01/22,257
AZ,2022/10/30,439
SD,2022/11/05,73
NC,2022/12/29,2491
GA,2023/06/04,474
ND,2023/01/19,46
MI,2023/03/22,782
TN,2023/02/25,507
MO,2023/04/22,482
TX,2023/03/15,1590
MA,2023/03/07,477
AK,2023/02/18,32
ME,2023/06/07,50
IN,2020/01/03,0
MO,2023/03/28,671
OK,2023/02/08,362
ND,2022/12/24,63
OH,2023/06/03,377
OK,2023/02/19,301
VA,2022/11/01,602
ME,2023/04/20,89
PA,2023/06/18,283
MA,2022/12/03,761
ME,2022/11/25,124
DC,2022/12/21,284
AL,2023/05/03,153
CO,2023/03/22,230
CT,2022/10/29,435
WV,2022/12/22,234
NV,2023/01/14,217
IN,2022/11/21,462
WV,2023/04/07,97
NY,2022/11/19,3055
NM,2023/03/13,106
WV,2022/11/21,142
NY,2022/11/28,3603
IL,2023/05/17,393
WY,2023/05/07,12
CT,2023/03/24,183
AR,2023/05/01,165
AZ,2023/06/03,231
ID,2023/02/14,78
NV,2023/04/23,115
RI,2023/03/26,37
PA,2023/04/30,530
CT,2023/06/07,95
SD,2023/05/16,28
MD,2023/02/10,662
MT,2022/12/22,78
HI,2023/05/09,63
AK,2022/10/24,22
WA,2023/01/08,569
KY,2022/12/07,532
PR,2023/02/23,83
KS,2023/03/18,160
NM,2023/03/31,113
AZ,2023/06/25,157
DE,2023/01/22,242
KY,2023/04/10,218
MO,2022/11/28,833
AZ,2023/03/09,560
MD,2022/10/31,707
ID,2023/04/04,60
SC,2023/04/29,203
KY,2022/11/23,328
MA,2022/11/01,670
SC,2023/02/09,358
KS,2023/05/29,42
OR,2023/05/12,162
ME,2023/01/19,149
CT,2023/03/05,297
MT,2022/11/07,62
IA,2023/05/13,51
GA,2022/11/17,938
HI,2023/04/05,73
MN,2023/02/21,472
MD,2023/06/17,238
CA,2023/06/29,791
RI,2023/05/27,25
ME,2022/11/10,158
OR,2023/06/09,160
HI,2023/04/04,75
LA,2023/05/27,81
PR,2022/11/19,168
FL,2022/10/22,1438
MN,2022/12/18,638
RI,2023/04/24,27
TX,2023/03/23,1450
UT,2023/06/05,60
WV,2023/06/30,25
ND,2023/03/16,43
VA,2022/10/24,576
MA,2023/05/02,216
AR,2020/01/06,
AZ,2022/11/17,786
TX,2023/06/12,109
NE,2023/06/02,33
MD,2023/06/25,379
CO,2023/03/01,236
AK,2023/03/23,16
NH,2023/05/06,27
AR,2023/03/25,166
OK,2023/06/10,69
NJ,2022/12/05,1338
MS,2022/10/31,115
GA,2023/06/18,102
MO,2023/02/25,626
WA,2023/03/23,461
IN,2022/12/20,746
ND,2023/05/26,18
LA,2023/01/25,352
NV,2023/06/17,48
FL,2023/01/16,2897
IN,2023/03/21,338
PR,2023/04/11,46
CO,2023/05/31,99
MN,2023/01/30,444
SD,2023/02/19,69
WA,2023/04/08,371
KY,2023/01/11,596
IA,2022/12/11,247
NV,2023/06/28,24
MO,2023/03/11,739
PR,2022/12/03,226
CT,2023/01/14,772
ID,2023/04/13,59
CA,2022/12/22,4906
KS,2023/04/29,80
NV,2023/01/25,257
MA,2023/04/09,299
DC,2022/12/06,224
AR,2023/04/03,155
IL,2022/12/13,1642
CA,2023/02/19,2860
PA,2022/12/31,2081
PA,2023/01/04,2372
NM,2022/11/30,281
MI,2023/04/01,741
TX,2023/05/13,913
NJ,2023/06/17,223
VT,2023/04/26,16
NH,2022/11/08,114
VA,2023/03/10,420
WY,2023/06/06,8
TX,2022/12/14,2545
MI,2023/03/03,779
RI,2022/12/29,120
ND,2023/01/16,44
TN,2023/01/09,901
OR,2023/04/09,223
HI,2022/11/26,62
SC,2023/01/27,421
PR,2023/03/28,63
MD,2022/11/20,732
DC,2022/11/28,165
IL,2023/01/06,1680
GA,2022/11/24,851
VA,2023/01/02,1223
OK,2022/12/19,379
CT,2023/01/04,856
WI,2022/12/25,638
MA,2023/01/11,1189
ND,2023/03/25,30
MN,2023/04/13,280
CA,2022/11/02,2088
OR,2022/12/01,508
IA,2023/03/18,183
CO,2022/12/28,380
KS,2022/12/30,283
VI,2023/05/05,4
MS,2023/06/26,21
AZ,2023/04/11,487
PR,2023/06/22,130
RI,2022/10/30,84
KS,2023/03/15,163
ND,2023/01/29,37
MO,2023/03/07,766
IL,2023/05/07,449
AK,2023/01/18,30
DE,2023/02/27,211
IN,2022/10/22,361
NE,2022/12/26,234
KY,2022/11/13,410
FL,2023/06/19,529
VI,2023/02/06,7
HI,2023/01/24,88
MD,2022/12/25,956
TX,2022/11/18,1438
MN,2022/12/11,665
SD,2023/03/03,81
NE,2023/01/21,163
TN,2023/04/30,241
WA,2023/04/01,431
DE,2023/05/05,60
AL,2023/06/22,31
NC,2023/03/22,1266
UT,2023/05/03,63
DC,2023/01/04,281
KS,2023/04/20,85
CT,2023/01/24,598
LA,2023/04/23,120
TN,2023/05/06,197
MD,2023/05/15,242
ME,2023/05/08,68
IN,2023/03/06,426
HI,2023/06/27,48
ND,2022/11/06,70
KS,2022/12/22,269
MD,2022/10/23,692
CT,2023/03/19,206
FL,2023/02/17,1823
DC,2022/12/08,228
SC,2022/12/18,381
RI,2023/01/26,103
OH,2023/02/10,924
MT,2023/02/09,49
PR,2022/11/24,196
DE,2023/06/06,29
NJ,2023/03/04,750
AK,2023/05/29,11
MO,2023/06/29,236
HI,2023/02/15,69
LA,2023/04/17,132
MA,2022/12/27,1192
NC,2023/05/13,733
MI,2023/05/12,388
WY,2022/11/09,27
LA,2023/01/21,371
NM,2023/06/27,0
NE,2023/07/01,25
TX,2023/04/21,1257
FL,2023/04/19,1060
DC,2023/01/20,247
SD,2022/12/10,67
WI,2022/12/29,671
WI,2023/04/17,338
OR,2022/12/28,431
VI,2023/02/20,2
GA,2023/05/02,587
WV,2023/02/08,280
IN,2023/03/02,398
AK,2023/06/28,4
AS,2023/06/28,
HI,2020/01/08,0
VA,2023/01/09,1254
PR,2022/11/28,187
AL,2023/06/27,19
ID,2023/04/14,43
PR,2023/04/22,62
KY,2023/05/23,142
VT,2023/07/01,3
NH,2023/06/16,13
ME,2023/06/18,24
CO,2023/04/09,167
AR,2023/04/05,160
ME,2023/05/27,52
CA,2023/06/30,763
WY,2023/05/01,9
NJ,2023/04/19,296
IN,2022/11/30,665
CT,2023/01/28,495
PR,2022/12/15,217
AZ,2022/11/19,857
FL,2022/11/02,1453
MI,2022/12/29,1367
PA,2023/03/27,1014
TN,2023/01/24,666
KS,2022/10/27,177
TN,2023/06/08,120
VT,2023/06/09,6
FL,2022/12/31,2788
TN,2023/03/11,356
IA,2022/12/07,256
NH,2022/11/17,99
CO,2023/03/29,220
WV,2022/12/08,181
FL,2022/12/12,1900
NC,2023/02/13,1748
CT,2023/04/13,141
MA,2023/01/26,803
GA,2023/05/30,524
ID,2023/06/05,28
CT,2022/11/16,443
NV,2023/04/06,126
NY,2023/03/25,1335
AS,2022/12/23,0
ID,2023/06/02,20
VA,2023/03/31,303
NM,2023/02/20,79
TX,2023/01/03,3779
NE,2023/02/01,148
TN,2023/04/02,288
CT,2023/03/08,288
SD,2023/05/21,21
IN,2022/11/26,575
MT,2023/04/28,23
NJ,2022/12/01,1279
IN,2023/03/19,257
HI,2023/04/03,80
UT,2023/04/15,74
NE,2022/12/17,281
OK,2022/10/24,248
NE,2023/05/02,72
SD,2023/03/12,50
MA,2023/01/22,903
WI,2023/04/15,324
VA,2022/12/08,764
OK,2023/01/27,366
CA,2022/11/25,3613
VA,2022/12/27,982
ID,2023/05/03,38
WY,2022/12/05,25
NY,2022/12/15,4201
NV,2023/01/29,167
GA,2022/11/21,904
MO,2023/04/28,443
AK,2022/11/11,32
MT,2023/03/14,49
WY,2022/11/08,29
ND,2023/04/16,27
ID,2023/01/12,116
WI,2023/06/24,38
ND,2023/06/28,5
ND,2023/03/27,33
IA,2022/11/23,165
KY,2023/04/08,231
GA,2023/06/26,99
AL,2023/07/01,13
ND,2023/04/03,34
NC,2023/06/18,670
AZ,2023/02/04,425
KS,2023/03/04,181
ME,2023/05/05,60
SC,2022/12/23,471
AL,2023/04/23,146
MS,2022/11/17,116
PA,2023/03/05,1335
AK,2022/11/24,23
NM,2022/10/25,132
DE,2023/01/26,259
WA,2022/12/30,667
TX,2022/11/04,1347
PA,2023/01/15,1881
KY,2023/04/22,234
NJ,2022/11/12,1049
FL,2023/06/29,526
NE,2023/04/12,132
OR,2022/12/04,482
MI,2023/04/11,629
NH,2022/11/03,110
ID,2023/01/07,100
AL,2022/12/20,361
WV,2022/12/04,168
NH,2023/04/02,44
SC,2023/04/20,245
FL,2023/01/31,2333
IN,2023/02/28,463
AR,2023/01/25,307
CO,2023/03/30,233
MI,2023/05/13,364
MD,2022/11/09,741
NM,2023/03/02,107
OH,2023/06/25,245
NE,2023/04/17,128
CT,2023/02/22,354
IN,2023/06/08,159
NY,2023/01/03,4815
SC,2023/01/19,543
WA,2023/06/02,220
NC,2023/04/01,1005
DC,2023/01/12,257
FL,2023/04/18,1092
KY,2022/11/27,444
NV,2023/03/17,150
TN,2023/01/20,702
CA,2023/04/19,1785
NH,2023/01/28,74
VT,2023/05/26,8
MD,2023/04/25,259
MI,2022/12/02,1037
GA,2023/05/16,587
AL,2023/03/03,282
IL,2023/01/17,1312
ID,2022/11/08,86
TN,2023/03/25,312
PA,2023/03/24,1043
MI,2022/12/01,1069
VA,2023/04/23,201
WI,2022/12/02,599
MS,2023/06/04,56
MO,2022/11/18,708
VT,2023/03/01,30
NY,2023/05/14,735
IL,2023/06/11,191
FL,2023/06/16,525
LA,2023/06/24,14
AK,2023/04/29,15
AK,2022/12/30,25
OK,2023/06/07,78
NM,2023/03/03,120
NM,2023/03/22,78
VI,2023/03/19,2
SC,2023/06/19,191
KY,2023/05/19,130
AR,2023/01/28,243
OH,2023/02/04,858
KS,2022/11/16,161
MI,2023/01/01,1335
MO,2023/01/12,947
IL,2022/12/08,1576
IL,2023/01/26,1054
GA,2022/11/29,1096
CO,2022/11/13,427
WY,2023/02/15,19
IN,2022/11/14,446
MT,2022/12/21,75
MS,2022/11/18,114
CT,2023/06/13,92
MA,2022/11/10,633
KY,2023/03/24,307
OR,2023/05/31,160
VA,2023/06/21,103
FL,2023/02/28,1554
MD,2023/05/20,242
LA,2023/02/18,318
SC,2023/01/12,628
AK,2023/03/08,21
NV,2022/11/08,262
NE,2022/12/07,270
MN,2023/03/26,314
VA,2022/11/24,547
MO,2022/12/12,997
NJ,2022/10/23,1146
MO,2023/03/09,738
OR,2023/06/14,104
UT,2023/02/28,132
DE,2023/01/03,274
DC,2022/12/07,219
ME,2023/05/09,59
MI,2023/06/09,226
IA,2023/06/01,22
MS,2022/10/23,126
UT,2023/01/31,73
WY,2023/06/26,9
PR,2023/06/11,144
NC,2023/05/10,836
IN,2023/05/25,154
NC,2022/12/10,1688
PA,2023/03/07,1395
CA,2023/05/19,1488
AL,2023/03/21,173
DC,2023/02/25,94
KS,2022/12/05,293
RI,2023/02/05,83
HI,2023/01/13,95
CO,2023/05/02,141
MD,2023/02/18,604
HI,2023/03/16,41
MO,2022/11/19,683
TX,2023/05/14,859
RI,2023/05/05,28
AL,2023/04/30,157
IN,2022/11/09,430
DC,2022/12/25,267
NY,2023/02/16,2463
TN,2023/03/28,311
NJ,2023/05/29,212
NM,2022/11/14,188
TX,2023/04/01,1378
OH,2023/04/04,759
OK,2023/05/08,113
TN,2022/11/06,400
DE,2023/03/25,161
AK,2022/11/16,35
VT,2023/06/18,0
NY,2022/11/29,3688
TX,2023/04/12,1309
OH,2023/02/06,896
IL,2023/04/19,620
WV,2023/01/03,353
IN,2023/04/24,257
OK,2023/01/31,368
VT,2023/01/10,38
MO,2023/02/06,706
PR,2023/05/23,140
LA,2023/06/15,17
OR,2022/11/27,473
KS,2023/03/01,183
KY,2023/06/21,13
VT,2022/11/01,49
KY,2023/05/12,176
UT,2023/06/06,63
SC,2022/11/15,179
IL,2022/11/05,1107
UT,2023/04/27,67
DC,2023/03/28,85
NY,2022/11/27,3395
AS,2023/03/20,0
DE,2023/02/08,226
SD,2023/06/18,4
PA,2023/01/24,1809
MS,2022/12/14,235
CA,2022/12/03,4602
IA,2022/11/22,164
HI,2023/04/16,78
AR,2022/11/20,156
AZ,2023/05/15,444
MA,2022/11/02,677
NJ,2023/01/01,1683
SD,2022/12/11,65
AL,2023/03/02,288
MI,2023/06/23,27
WV,2023/03/07,189
IN,2023/06/13,34
NE,2023/01/02,262
LA,2023/05/26,88
MO,2023/06/20,246
AS,2022/12/07,0
CO,2022/12/09,451
MI,2023/03/13,765
WY,2023/04/03,12
ME,2022/12/31,155
OH,2023/01/12,1374
OR,2022/12/02,493
VT,2023/06/20,0
VT,2023/05/21,10
PA,2022/11/17,1589
IN,2022/11/29,623
VA,2023/01/13,1088
IL,2022/12/18,1744
WY,2023/05/15,12
DC,2023/06/11,40
NV,2022/10/23,144
GA,2022/11/22,859
NJ,2023/02/18,992
KS,2023/02/24,157
WI,2023/01/21,498
MI,2022/11/14,1096
WV,2023/05/08,58
WY,2023/01/04,20
SD,2023/01/23,55
OH,2022/10/31,1221
MT,2023/04/29,23
HI,2023/01/09,97
MI,2023/03/29,750
SC,2023/01/16,621
TN,2023/01/10,888
PR,2023/04/23,69
SD,2022/11/27,74
PR,2022/12/21,207
VA,2023/03/29,339
ID,2023/06/15,23
MI,2022/11/26,937
OK,2023/01/07,483
KY,2022/12/23,561
NJ,2023/04/26,251
ME,2023/03/27,142
PR,2023/03/09,70
AK,2023/05/26,14
CT,2023/03/26,174
MT,2023/06/08,15
SC,2023/05/26,178
MD,2023/06/03,220
AZ,2022/11/12,723
ME,2023/03/08,195
NC,2022/12/30,2556
GA,2023/03/30,723
KS,2023/07/01,3
AR,2023/04/23,114
AL,2022/11/14,246
IN,2022/10/28,395
KS,2023/01/10,263
KS,2023/03/24,150
TX,2022/12/07,2386
RI,2022/11/25,81
OH,2023/05/15,486
ID,2022/12/04,137
NV,2023/03/04,151
AR,2022/11/19,180
CO,2023/05/12,121
MD,2022/12/09,872
GA,2023/02/11,1191
KS,2023/06/18,7
VA,2023/02/11,700
HI,2022/12/15,72
VT,2022/12/26,77
DE,2023/03/26,164
TN,2023/06/28,92
NC,2022/11/16,1476
WA,2023/02/14,554
ND,2023/04/14,31
WA,2022/12/12,577
NY,2022/12/06,3932
WY,2023/06/17,6
MA,2023/02/08,695
TX,2023/06/01,745
OK,2022/11/21,234
OH,2023/03/09,945
AK,2023/03/04,30
SC,2023/05/17,202
IL,2022/10/23,1063
NM,2023/02/22,77
RI,2023/06/16,10
CA,2023/01/31,2994
MO,2022/12/28,1133
ID,2023/06/25,23
TN,2023/06/13,107
VT,2023/01/14,38
KS,2023/05/28,43
ME,2023/01/09,157
VI,2023/06/26,0
SD,2023/03/02,65
FL,2023/03/07,1475
DE,2022/10/30,153
CT,2023/06/21,71
DC,2023/05/20,45
CO,2023/06/17,57
AS,2022/12/16,0
ID,2023/03/27,58
KY,2023/02/06,433
OK,2022/11/25,243
HI,2023/01/23,86
WY,2022/06/07,16
VA,2023/02/26,515
CO,2022/11/15,410
ID,2023/01/11,113
MA,2023/01/07,1227
ND,2023/01/23,42
AS,2023/06/19,
NY,2022/12/07,3985
PR,2023/04/03,42
NY,2023/05/04,872
IL,2023/06/19,161
NH,2023/02/28,76
MI,2022/11/15,1050
MO,2023/06/10,274
VT,2023/05/18,7
WV,2023/02/28,214
NY,2022/12/12,4041
AZ,2023/05/22,353
DE,2023/02/19,240
TX,2022/11/23,1632
LA,2022/12/13,246
UT,2023/06/15,35
OH,2023/03/15,964
GA,2023/03/10,771
MI,2023/03/23,759
WV,2023/05/25,39
LA,2023/04/04,154
UT,2023/01/11,161
IA,2023/01/27,136
NH,2022/11/15,99
NE,2023/05/24,55
ME,2022/10/24,230
DE,2023/02/13,234
GA,2023/03/11,725
TX,2023/05/02,1154
LA,2023/01/02,519
AR,2023/01/10,400
NM,2023/05/12,81
NM,2023/06/08,36
DC,2023/05/13,59
NH,2022/11/26,75
DE,2023/06/24,7
KS,2022/11/15,175
WI,2023/03/29,366
MT,2023/05/06,24
AR,2023/04/17,160
NJ,2023/01/13,1665
MN,2023/05/30,127
MT,2022/12/04,60
CO,2022/11/11,425
WI,2023/02/04,409
IA,2022/11/04,169
FL,2023/05/27,797
IA,2023/01/02,237
DC,2023/01/01,246
PA,2023/06/27,368
MS,2023/06/12,46
AR,2023/03/17,150
AL,2022/12/19,349
DE,2023/04/20,65
OH,2023/02/01,939
NJ,2023/05/08,212
NE,2022/12/22,237
ME,2023/05/30,49
MT,2023/02/07,44
WA,2023/06/10,227
NE,2022/12/08,285
MT,2023/05/09,22
PA,2023/02/17,1635
ND,2023/03/08,64
UT,2022/11/15,143
NH,2023/05/19,33
NC,2023/03/12,1306
SD,2023/01/30,58
FL,2023/04/28,984
IA,2022/12/14,251
WI,2023/01/17,572
MS,2023/02/05,228
HI,2023/06/22,43
CO,2023/04/25,154
IL,2022/11/20,1082
MO,2023/02/17,698
MA,2022/12/19,925
WA,2022/11/24,470
MS,2022/11/08,130
MD,2022/11/11,678
WI,2023/01/28,456
TN,2022/11/26,465
FL,2023/01/19,2783
VT,2023/06/12,1
MS,2023/06/25,18
WV,2023/03/30,133
ND,2023/03/20,31
FL,2023/05/07,854
NE,2023/03/11,189
NV,2022/11/07,256
WI,2022/12/09,628
VT,2022/11/16,30
MS,2023/05/12,74
CT,2023/04/15,152
TN,2023/01/05,902
AL,2023/02/12,386
WI,2023/06/05,150
NV,2023/02/27,169
SC,2023/03/08,376
ME,2023/02/19,189
MT,2023/06/17,7
LA,2022/12/29,385
MN,2023/04/05,283
SC,2022/11/30,295
IN,2023/05/11,192
PA,2023/05/16,549
NM,2022/11/13,188
IA,2023/05/10,51
CA,2023/03/17,2391
MA,2023/01/03,1311
PA,2023/04/13,798
OK,2023/04/28,146
VA,2022/11/19,549
GA,2023/06/07,477
KY,2023/04/27,216
PR,2023/05/01,80
WI,2022/11/07,601
NJ,2023/05/18,170
NH,2023/02/14,90
AR,2023/06/04,111
NY,2023/04/02,1177
RI,2023/03/30,38
WY,2022/11/27,36
DC,2023/02/06,147
OH,2023/01/17,1211
PR,2023/03/06,81
SD,2023/05/02,33
GA,2022/12/10,1165
NV,2023/01/24,234
MN,2022/10/24,577
MA,2022/11/28,676
NM,2023/06/22,0
AL,2022/11/23,273
CA,2023/06/07,1270
MI,2022/11/27,942
WV,2023/03/21,136
VA,2023/06/04,157
NC,2023/05/22,764
TX,2023/04/18,1278
HI,2023/04/22,90
AS,2022/12/11,0
AZ,2023/02/23,509
MN,2023/06/14,2
MS,2022/12/25,224
VT,2022/12/05,36
LA,2023/02/04,324
AL,2023/01/08,586
WA,2023/03/22,470
LA,2023/06/23,21
NE,2023/03/10,188
NJ,2023/03/01,764
ID,2023/05/18,31
NH,2022/11/22,93
VI,2022/10/31,0
CA,2022/12/02,4638
NJ,2023/03/07,722
MI,2023/04/24,513
IN,2023/03/31,328
SC,2023/03/07,406
VA,2023/04/04,317
RI,2023/01/22,119
NH,2023/01/08,165
DE,2023/05/27,41
DC,2022/11/18,166
GA,2022/11/13,969
MT,2023/06/21,6
MN,2023/02/03,452
HI,2023/03/14,42
IL,2023/06/04,300
MS,2023/03/10,136
WA,2023/04/02,406
OH,2023/02/15,969
OR,2023/06/08,167
AL,2023/04/10,152
AZ,2023/06/24,141
MN,2023/03/05,448
DE,2022/11/12,172
TN,2023/01/01,859
AL,2022/11/04,289
ME,2023/05/16,48
NC,2023/02/22,1724
WA,2023/05/04,304
VI,2022/11/09,0
VA,2023/04/19,228
NM,2023/04/11,92
VT,2023/02/10,43
AR,2023/01/06,421
LA,2023/03/27,159
MD,2023/06/16,189
NE,2023/02/08,139
WV,2022/12/17,207
MS,2022/11/01,101
MT,2023/01/09,55
VI,2023/01/04,4
FL,2023/04/29,982
WI,2023/06/15,100
WI,2022/10/25,578
NM,2023/02/12,88
ID,2023/04/23,43
LA,2023/06/05,118
ME,2023/03/05,197
UT,2023/02/23,123
AK,2023/04/20,18
ND,2023/01/15,44
FL,2023/05/28,820
MI,2022/11/07,1181
OH,2023/05/04,517
WV,2023/06/20,18
SC,2023/03/20,305
HI,2022/12/22,77
IL,2023/03/31,829
IA,2023/01/22,155
OK,2023/01/10,441
IA,2023/04/12,148
MT,2023/05/08,22
AZ,2023/04/15,500
ID,2022/11/04,88
AK,2023/03/09,20
MA,2023/02/16,659
KY,2023/02/14,456
AR,2023/04/04,178
TN,2023/01/14,779
KS,2023/02/10,162
AK,2023/05/17,17
AS,2023/02/16,0
GA,2023/03/12,729
IL,2023/01/15,1361
VT,2023/03/15,37
MD,2023/05/01,257
AK,2022/12/05,39
AK,2023/06/30,7
TN,2023/01/28,576
MD,2023/03/18,452
OH,2023/02/23,984
OR,2023/03/21,326
PR,2020/01/04,0
MO,2022/12/24,953
CT,2023/03/07,292
VI,2023/04/16,2
ME,2022/12/14,114
DC,2022/12/02,207
AL,2023/03/31,173
OR,2023/03/03,338
ID,2023/01/16,108
MT,2020/01/07,0
MO,2023/04/16,538
FL,2023/02/09,1990
NJ,2022/12/29,1647
DC,2022/12/03,199
CO,2022/12/02,480
VA,2023/01/01,1180
NY,2022/12/08,3960
MT,2023/03/18,55
UT,2023/04/08,79
CA,2023/04/28,1586
AZ,2022/12/24,903
HI,2023/05/28,66
IL,2022/11/19,1074
UT,2023/04/07,72
AS,2023/03/05,0
ND,2023/04/22,27
NY,2023/02/09,2527
NM,2022/12/30,141
TX,2022/12/03,2236
NV,2023/02/12,167
WV,2023/01/06,335
ND,2023/03/28,37
CO,2023/01/27,228
FL,2022/12/30,2742
TX,2023/02/22,2002
MS,2022/10/30,113
NV,2022/10/27,174
MA,2023/03/17,447
AK,2022/12/13,45
MD,2022/12/05,872
UT,2023/02/09,95
VA,2023/01/26,909
MO,2022/12/27,1056
PR,2022/12/24,173
OH,2022/12/20,1633
NE,2023/01/25,154
NM,2023/03/12,95
VT,2022/12/22,45
NJ,2023/06/30,193
IL,2023/06/29,123
WV,2023/04/13,92
HI,2023/03/28,77
NY,2022/12/18,4211
HI,2023/02/01,61
RI,2023/04/14,34
TX,2023/03/24,1498
NC,2023/04/21,887
NJ,2023/05/17,182
AZ,2023/02/18,434
KS,2023/06/17,11
DE,2023/02/15,229
KS,2023/01/23,193
IN,2023/06/01,114
OH,2023/03/16,901
TX,2020/01/02,0
PA,2023/03/26,993
MA,2022/12/30,1231
MN,2023/02/02,452
LA,2022/11/05,108
DC,2023/06/03,42
AR,2023/01/21,275
MD,2022/12/24,865
KY,2023/05/14,151
NM,2023/05/11,78
RI,2023/06/15,0
LA,2020/01/02,
TX,2023/04/25,1216
VA,2022/10/23,539
IN,2022/11/01,434
MD,2023/05/29,242
AZ,2023/06/06,284
DE,2023/06/14,20
NJ,2022/11/24,1020
OR,2023/03/12,336
MN,2023/01/11,528
KY,2023/04/02,276
CA,2023/01/10,4603
AK,2023/04/19,23
AZ,2022/12/15,1156
OR,2022/11/13,319
AS,2023/02/10,0
VA,2023/06/30,131
MN,2023/01/06,626
NV,2023/06/09,83
MO,2023/01/16,893
WY,2022/12/20,39
ND,2023/05/07,26
IN,2023/01/08,611
WV,2023/04/19,75
HI,2023/05/06,74
NE,2023/02/25,166
OR,2023/06/28,90
SD,2023/05/29,15
CT,2023/03/25,182
CT,2022/11/24,432
MI,2023/05/01,430
MA,2023/06/20,
HI,2022/10/24,94
WI,2023/01/02,722
CA,2023/02/27,2975
MO,2023/02/20,649
NH,2023/05/18,27
MS,2023/05/29,78
SD,2023/03/10,65
MN,2023/04/07,280
NE,2023/05/14,80
TX,2023/01/02,3462
AL,2022/11/02,306
WI,2023/01/20,526
DE,2023/04/23,59
IL,2023/04/29,462
FL,2022/11/10,1353
OH,2022/12/05,1512
AZ,2022/10/22,370
TX,2023/03/04,1880
IL,2023/01/25,1063
RI,2023/06/25,0
MS,2022/11/25,160
CO,2023/03/20,232
SC,2022/12/09,326
OR,2022/11/11,329
NV,2023/01/28,169
AR,2023/04/13,166
OR,2023/06/17,105
MA,2023/01/30,828
VA,2023/02/19,625
SD,2022/12/16,70
AL,2023/03/11,206
WA,2023/04/11,377
LA,2023/01/06,515
PA,2023/01/19,1816
NM,2022/12/19,163
MA,2022/11/21,600
PR,2023/02/18,97
MN,2023/06/05,143
MS,2023/06/07,68
OH,2023/04/15,655
ME,2023/02/17,172
OK,2022/11/30,325
CT,2023/04/21,111
NM,2023/05/22,57
NJ,2023/06/03,188
MN,2023/02/27,480
IL,2023/04/18,607
RI,2023/02/19,66
KY,2022/12/02,558
KS,2023/06/12,11
AZ,2022/11/09,638
WA,2022/11/23,476
ME,2022/11/24,113
FL,2022/12/04,1615
NV,2023/02/13,185
VA,2022/12/25,821
PR,2023/04/16,76
UT,2023/06/24,30
MA,2023/04/13,302
NJ,2023/01/20,1499
WA,2023/03/24,463
VA,2023/03/02,494
MT,2023/05/20,7
MO,2023/02/16,694
TX,2023/01/18,3101
TN,2023/03/17,300
OH,2022/12/11,1598
IA,2022/12/03,219
DC,2022/11/26,146
MD,2022/12/06,836
ME,2023/06/26,22
TN,2023/06/22,97
MO,2022/11/20,682
ND,2023/03/26,30
MN,2022/11/22,597
UT,2023/01/27,82
DE,2023/05/24,58
MN,2023/05/02,237
ND,2023/03/06,67
CT,2023/04/07,168
SD,2022/10/24,57
VI,2023/03/12,0
HI,2022/10/22,96
SD,2022/12/06,61
AZ,2023/04/24,472
NC,2023/04/10,947
TN,2023/04/22,219
IA,2023/07/01,13
NM,2022/11/23,269
NV,2023/07/01,18
MA,2023/05/08,225
OH,2022/11/09,1321
VA,2023/04/29,177
VT,2023/04/21,20
RI,2023/01/07,154
AL,2022/10/25,234
ME,2023/01/23,185
TN,2023/02/20,589
CO,2023/02/21,220
NH,2023/01/07,163
HI,2023/06/08,49
VA,2022/12/29,1071
VA,2023/02/07,724
IL,2023/06/28,160
SC,2023/06/29,205
KS,2023/06/03,50
VT,2023/04/30,14
OK,2023/02/26,268
LA,2023/01/01,411
TX,2022/12/17,2470
WV,2022/12/23,234
UT,2022/12/23,174
PA,2023/01/14,2001
VT,2023/04/29,14
NH,2023/05/13,34
UT,2023/04/14,85
LA,2023/03/29,163
RI,2023/01/02,134
ND,2023/06/27,6
IL,2023/01/21,1074
WI,2023/04/05,379
CT,2023/02/01,497
RI,2023/06/24,0
NY,2022/11/23,3265
