timepoint_id,sample_id,beta_param,gamma_param,delta_param,alpha_param,epsilon_param,zeta_param,lambda_param,eta_param,rho_param,theta_param,kappa_param,mu_param,nu_param,xi_param,tau_param,sigma_param,Ailing_sol,Diagnosed_sol,Extinct_sol,Healed_sol,Infected_sol,Recognized_sol,Susceptible_sol,Threatened_sol,Cases_obs,Hospitalizations_obs,Deaths_obs
21,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0004455879970919341,0.0009449817007407546,2.4804219265206484e-06,0.0004508908314164728,0.00267810863442719,0.0007765942136757076,0.9946187138557434,8.268455712823197e-05,0.0018042604715446942,0.0008592787708039396,2.4804219265206484e-06
22,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0006146424566395581,0.0013039890909567475,3.4518463962740498e-06,0.0006230069557204843,0.003689888631924987,0.0010729188797995448,0.9925776124000549,0.00011443277617217973,0.002491340746928472,0.0011873516559717245,3.4518463962740498e-06
23,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0008469866006635129,0.001797822886146605,4.795739187102299e-06,0.0008601689478382468,0.0050765881314873695,0.0014814486494287848,0.9897744059562683,0.00015825436275918037,0.0034375258983345702,0.0016397030121879652,4.795739187102299e-06
24,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0011655506677925587,0.002475739922374487,6.653531727351947e-06,0.0011864934349432588,0.006970603484660387,0.002043996239081025,0.9859323501586914,0.00021868983458261937,0.004738425996038131,0.0022626860736636445,6.653531727351947e-06
25,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0016009022947400808,0.003403725801035762,9.21968967304565e-06,0.001634626416489482,0.009545357897877693,0.0028173632454127073,0.980685293674469,0.00030194915598258376,0.006523038202431053,0.003119312401395291,9.21968967304565e-06
26,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0021932004019618034,0.004669164307415485,1.2760960999003146e-05,0.0022484103683382273,0.01302306167781353,0.003878172719851136,0.9735589027404785,0.00041648102342151105,0.008963818050688133,0.004294653743272647,1.2760960999003146e-05
27,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0029941180255264044,0.006385748740285635,1.7642258171690628e-05,0.0030860581900924444,0.017679188400506973,0.005328829865902662,0.963935136795044,0.0005737129831686616,0.012288291589356959,0.005902542849071324,1.7642258171690628e-05
28,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0040682158432900906,0.008697866462171078,2.436077738821041e-05,0.004223698750138283,0.02383917011320591,0.007304370868951082,0.9510529637336731,0.0007889837143011391,0.0167912210454233,0.008093354583252221,2.436077738821041e-05
29,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.005492728669196367,0.011782713234424591,3.358991307322867e-05,0.005758826620876789,0.031859103590250015,0.00997980684041977,0.9340106248855591,0.001082632108591497,0.022845152183435857,0.011062438949011266,3.358991307322867e-05
0,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,1.666666626931601e-08,3.3333333249174757e-07,6.168196192451157e-32,1.2535941208395223e-17,3.3333333249174757e-06,3.333333253863202e-08,0.9999963045120239,1.2139349825598192e-19,3.66666665030501e-07,3.333333253875341e-08,6.168196192451157e-32
1,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,3.936251573577465e-07,8.78950743299356e-07,2.1487098558758966e-11,1.548910830706518e-07,4.366430403024424e-06,1.7790880235679651e-07,0.9999943375587463,5.932739188807545e-09,1.06279228484496e-06,1.8384154154560406e-07,2.1487098558758966e-11
2,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,7.740161436231574e-07,1.5438072296092287e-06,1.6365080124369769e-10,3.839142266315321e-07,5.888318355573574e-06,5.21036270129116e-07,0.9999908208847046,2.4656692687585746e-08,2.0895001924259304e-06,5.456929628167018e-07,1.6365080124369769e-10
3,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,1.2118536005800706e-06,2.397596290393267e-06,5.853432738511799e-10,7.156496621973929e-07,8.05434501671698e-06,1.0842531992238946e-06,0.99998539686203,6.200261282174324e-08,3.5438521024389047e-06,1.1462558120456379e-06,5.853432738511799e-10
4,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,1.7645207890382153e-06,3.5306272820889717e-06,1.5128467367730991e-09,1.1896653404619428e-06,1.109206277760677e-05,1.915381517392234e-06,0.9999805092811584,1.2558855644329014e-07,5.571597355924496e-06,2.040970073835524e-06,1.5128467367730991e-09
5,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,2.496685056030401e-06,5.0618109526112676e-06,3.260599568122302e-09,1.8602823956825887e-06,1.532391797809396e-05,3.094675548709347e-06,0.9999717473983765,2.255055164823716e-07,8.381992017802986e-06,3.3201810651917185e-06,3.260599568122302e-09
6,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,3.4905638131021988e-06,7.153640126489336e-06,6.265632457314041e-09,2.8031595320499036e-06,2.120440694852732e-05,4.742221335618524e-06,0.9999603629112244,3.755803277272207e-07,1.227144178983508e-05,5.117801663345745e-06,6.265632457314041e-09
7,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,4.855156475969125e-06,1.002825956675224e-05,1.1127498034113614e-08,4.12267581850756e-06,2.936324199254159e-05,7.028443633316783e-06,0.9999445080757141,5.947427439423336e-07,1.7651445944011357e-05,7.623186377259117e-06,1.1127498034113614e-08
8,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,6.738644515280612e-06,1.3992909771332052e-05,1.8675390123235047e-08,5.963960575172678e-06,4.067795453011058e-05,1.0193984962825198e-05,0.999921441078186,9.092023560697271e-07,2.5096097090226976e-05,1.1103187318894925e-05,1.8675390123235047e-08
9,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,9.34420222620247e-06,1.9471466657705605e-05,3.005062154670668e-08,8.527729733032174e-06,5.636312562273815e-05,1.4573643056792207e-05,0.999889612197876,1.3551506299336324e-06,3.5400260344431445e-05,1.592879368672584e-05,3.005062154670668e-08
10,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,1.295256515732035e-05,2.7051351935369894e-05,4.6831392097601565e-08,1.2092548786313273e-05,7.810437818989158e-05,2.063357169390656e-05,0.9998478889465332,1.9827646156045375e-06,4.966768824488099e-05,2.2616336309511098e-05,4.6831392097601565e-08
11,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,1.795176103769336e-05,3.754560384550132e-05,7.11977463652147e-08,1.704432361293584e-05,0.00010823663615155965,2.9020407964708284e-05,0.9997873902320862,2.86155386675091e-06,6.942756567696051e-05,3.1881961831459193e-05,7.11977463652147e-08
12,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,2.487886195012834e-05,5.20798857905902e-05,1.061642294075682e-07,2.391761154285632e-05,0.00014999309496488422,4.0630653529660776e-05,0.9997050762176514,4.087804427399533e-06,9.67983437476505e-05,4.471845795706031e-05,1.061642294075682e-07
13,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,3.44775544363074e-05,7.22139811841771e-05,1.5590379121022124e-07,3.3453648939030245e-05,0.00020785225206054747,5.670773680321872e-05,0.9995890855789185,5.794997377961408e-06,0.00013471671536535723,6.250273418118013e-05,1.5590379121022124e-07
14,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,4.7777539293747395e-05,0.00010010711412178352,2.2619290973580064e-07,4.667858229367994e-05,0.0002880120591726154,7.897369505371898e-05,0.9994299411773682,8.168099157046527e-06,0.00018724890833254904,8.714179421076551e-05,2.2619290973580064e-07
15,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,6.62037855363451e-05,0.00013874845171812922,3.250295037560136e-07,6.501395546365529e-05,0.0003990456461906433,0.00010981469677062705,0.9992095232009888,1.1463327609817497e-05,0.00026002647609857377,0.00012127802438044455,3.250295037560136e-07
16,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,9.172755380859599e-05,0.00019227425218559802,4.634912045275996e-07,9.042782039614394e-05,0.0005528022302314639,0.0001525346451671794,0.9989038705825806,1.6035668522818014e-05,0.00036084456587559544,0.00016857031368999742,4.634912045275996e-07
17,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,0.00012707377027254552,0.0002664036292117089,6.569176775883534e-07,0.0001256435498362407,0.0007656402885913849,0.0002117070835083723,0.9984809756278992,2.23767328861868e-05,0.000500487445606268,0.0002340838163945591,6.569176775883534e-07
18,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,0.00017600446881260723,0.00036903872387483716,9.265565950045129e-07,0.00017442737589590251,0.001060112495906651,0.0002936594537459314,0.9978950023651123,3.1167139241006225e-05,0.0006938653168617748,0.0003248265929869376,9.265565950045129e-07
19,1,0.011295780539512634,0.45561841130256653,0.010598870925605297,0.5660579204559326,0.16741608083248138,0.12063489109277725,0.03392059728503227,0.12083341181278229,0.034321583807468414,0.36781546473503113,0.01630599983036518,0.016869530081748962,0.0279832873493433,0.017353778705000877,0.010162284597754478,0.0181971974670887,0.00024370801111217588,0.0005110804340802133,1.3018251365792821e-06,0.00024198378378059715,0.0014672365505248308,0.0004071395960636437,0.9970839619636536,4.334867116995156e-05,0.0009615687013138086,0.00045048826723359525,1.3018251365792821e-06
